,Cs,CHs,CH3s,C2Hs,C3H5s,file_name
47,0.003443397499266254,0.00724750837820487,0.008161391087911696,0.006330055287889991,0.05010075283345117,030895~2.cas
48,0.005037852135892251,0.005493933673928808,0.018122458258581275,0.0088012908129258,0.049182753079918484,022395~1.cas
49,0.005703713874870786,0.006911328093011093,0.010923234573933627,0.009579329601443476,0.049044429957461944,SORMON1.cas
50,0.003810824623720066,0.003853221194251688,0.0030200719832187417,0.0010429240190035216,0.048765507169768796,0915401.cas
51,0.008541870109144867,0.0047150336360868295,0.0127523775608136,0.013432591795147886,0.04862045265288373,10019602.cas
52,0.006333462696286318,0.00659965264198803,0.00980248197255662,0.009512116808924276,0.04732059946911704,PPGSN1.cas
53,0.00413059945815597,0.006476811208987243,0.0057830639456923905,0.0012476842063762206,0.04663562425331946,0823305.cas
54,0.0008886794976952217,0.005885836941601497,0.027648463571550153,0.00082535300384734,0.04583096222420835,1116210.cas
55,0.004008785510260182,0.0025830468416572216,0.011773207806214714,0.0010519568566280668,0.04582809699537904,0524403.cas
56,0.0033700774084657326,0.0012395504866926643,0.018622935906632776,0.0007447490037364446,0.04506807585281791,1113209.cas
57,0.004982826875504998,0.0008886334131261719,0.011580383617625145,0.006662212028583525,0.04502148299077646,0221201.cas
58,0.0009774520692271693,9.30964386309796e-05,0.00062772782536058,0.01509223030635809,0.044976243594348375,DOW33POS.cas
59,0.0003125808199584412,0.000340307064245593,0.0017188951425541887,0.000243884275583639,0.044099041079668666,1230208.cas
60,0.0004420215572835673,3.0417141646310597e-05,-1.0,0.002023570939854835,0.043773606690919564,CHB136NC.cas
61,0.0036148377395583964,0.0041877151945080016,0.006049683169774056,0.0038880160357379623,0.043486080691295115,0815403.cas
62,0.0008002817022276787,0.006567161196256777,0.004717458080087056,0.005956663209609303,0.04227444840778816,021395~4.cas
63,0.00858316572074358,0.0056863934655861925,0.006354833071151589,0.009367844600021158,0.04206669064356561,030695~1.cas
64,0.0017242640941912413,0.0013066920488906675,0.0004975625601382205,0.002064174592014467,0.04182878778183863,NA2SO31.cas
65,0.0008121143068482439,0.0009341559185642723,-1.0,0.0037534107240020376,0.04146459048388351,ZDEAL02.cas
66,0.0013898814220763,0.0011007057838607892,0.004377561979374889,0.0012190540660483862,0.04140172612540027,NAHCO31.cas
67,0.0043052695135710195,0.00045554711953421645,0.002539382867569273,0.0005112490277419113,0.040908806634611494,0524407.cas
68,0.0006669080939118999,0.0004444697209464721,0.01517958359120719,0.0010911852045651926,0.04090556918993826,500NEG1.cas
69,0.004647099424010648,0.005053246412877854,0.005026109520116506,0.008074155447406639,0.04085702721191353,0116512.cas
70,0.0012091977969248546,0.0018916367997565686,0.016490039594589945,0.002596865017000738,0.04073452283195422,CHB111NF.cas
71,0.0008455958552957554,0.0007052164102034908,-1.0,0.0007096346700805611,0.040659705186016026,CHA146ND.cas
72,0.000859683215292506,0.0013393813279201083,0.015856350559085186,0.0017061617053535372,0.040642281362032406,CHC04ND.cas
73,0.002370211282404,0.0026951233914402906,0.005725106071345465,0.003641377744447283,0.040105702365217155,MICRO02.cas
74,0.004960029031026991,0.0007945859640283714,0.00040465705737879887,0.0021087378884452335,0.03993956611311944,1113102.cas
75,0.0007335530683008074,0.000678232636872167,0.01344325461761997,0.0015039708038173671,0.0398465998319395,CHB90NE.cas
76,0.000289632728723177,0.0006266419399256762,0.014281559109072361,0.002859574442364732,0.03942446113925513,CHB91NB.cas
77,0.0009119122139527036,0.0007277164655139501,0.013602876334950054,0.0014639259108832903,0.03938353072506118,ERUC002.cas
78,0.0008799250259965419,0.0020904220671784657,0.016451983468520837,0.00028713227198196023,0.03936224402346511,CHC03ND.cas
79,0.0005799377840123299,0.0006434593677866474,0.001766870581931812,0.002074962824224258,0.039312045120198036,IRG16802.cas
80,0.00014287870229878763,0.0003743406831606677,0.012999996812249393,0.0014807905822493694,0.039224675311160695,CHB76NA.cas
81,0.00014537292112493105,0.0007829473593385927,-1.0,0.0005485360825119301,0.03920049144227278,CHB84ND.cas
82,0.007943948646929044,0.005566002203988063,0.016001215629335874,0.00796124964023548,0.03912512404956203,050595~1.cas
83,0.0006532523184556993,0.0007925676605911036,0.002644494848727419,0.0015397249451112316,0.03892742319613518,DIOCSEB2.cas
84,0.00041224809917039806,0.0005214794619501362,0.0019836683290233026,0.0016902283074919922,0.038899358010269225,CHC29ND.cas
85,0.0004282845897520815,0.0006173386982073481,0.013150528548763418,0.0012122795735969305,0.03888887494959903,CHB86NA.cas
86,0.0011231499734716266,0.0012808579712260126,0.0015024284795046583,0.0017246823049461568,0.03887638025876328,TIN90002.cas
87,0.008077021082145919,0.004924962161245716,0.016701602463401244,0.007749833833702979,0.03887496798212453,1006307.cas
88,0.00025442262972497076,0.0003447101843860878,0.000880807557210872,0.0015507772515519491,0.03886653514983607,CHB81ND.cas
89,0.0003131526922306449,0.0009441591264440774,-1.0,0.0021690593595806718,0.03884029769834996,AM300102.cas
90,9.766436873093198e-05,0.0002432410247266148,0.000282935070423207,0.0013009407188491195,0.03880569391579769,CHB08ND.cas
91,0.00029487345472034576,9.957731802145986e-05,0.01316403299933988,0.001715056975331919,0.03875103416667969,CHB111NC.cas
92,0.001021706530117683,0.0009850600896132988,0.0015620461386856022,0.0017040451317491545,0.038731760619917566,CHB123NC.cas
93,0.006751983496039671,0.005315959995495945,0.015553376304767497,0.008455129239003156,0.03859830622415217,050895~4.cas
94,0.00258373143779167,0.0045908009509307846,0.01953893031013898,0.0017103861737268744,0.0385772328607672,0524406.cas
95,0.0008311712688851003,0.0009449794662419464,0.01379130743980106,0.0011974642876708685,0.038519952352785936,CHB147NC.cas
96,0.0025788838373053125,0.002775207470618213,-1.0,0.002864431262736389,0.038462277101011466,FC722_04.cas
97,0.00036965274204270315,0.00040621097079984736,-1.0,0.0008930877329049736,0.03843423758426212,CHB86ND.cas
98,0.0004782776841576464,0.0005609430932072001,0.0006223750375156101,0.001370657636606154,0.0383918373154728,CHC28ND.cas
99,0.0005928329009528,0.0005895549483465601,0.0005968436823504675,0.0010345660494586184,0.03837149704987297,CHB102NF.cas
100,0.0005945223398367006,0.0006931558571707797,7.511211363997461e-05,0.0013244226119688562,0.03835512816341691,CHB121NB.cas
101,0.0007243681049526884,0.0008346232099487594,0.0015664534871664415,0.0015618375129484718,0.03833696910778883,CHC31NF.cas
102,0.0005633719441959784,0.000664277659920387,0.0009373134530719085,0.0011321912370618747,0.03829078098171834,CHB53NB.cas
103,8.934098964807902e-05,0.0004258483804377988,0.013046230163471506,0.0018411900342556464,0.03827144283744133,FC170_02.cas
104,0.00023959208571788793,0.00047852686351035345,-1.0,0.001463196096644026,0.03826966776257734,PBT_SR~2.cas
105,0.00038977520261340715,0.0007165376788140776,0.0009437086523114147,0.0014116622773592269,0.03817487869895331,CHB92NB.cas
106,0.0006524422119280615,0.0008194508984917803,0.013087994416011384,0.0018841107371230237,0.038161169468679645,TIN12302.cas
107,0.0008157586392236738,0.0007545891499809443,0.013887806634045319,0.0010429148897905804,0.03815817026002577,CHB79NB.cas
108,0.0007251507548335923,0.0008271621533442186,0.0004869153142266214,0.0011192508711381777,0.03814212041242371,B1_03.cas
109,0.00019246682415641203,0.00031610290748851355,0.0002318230032294366,0.0008708685180600639,0.03812835665373626,CHB103NE.cas
110,0.00027721236675049,0.00036648939793160196,0.0007513230099132073,0.0008736491465271001,0.03808697205398914,CHC32ND.cas
111,0.0005824225629265101,0.0004188317783864193,0.014489503563039463,0.0008961888153784514,0.038066024012557875,CHC03NB.cas
112,0.0006450307563330426,0.0007202778766526308,0.0009726276947290557,0.001387901548717707,0.03806180467537246,CHC26NH.cas
113,0.00018389920585981656,0.00026420017436201704,0.01322729621501395,0.0008099591560188912,0.03806119889638637,CHB143NA.cas
114,0.00012825477456601675,0.00022727175307579728,0.012554067674148683,0.0014975520559659117,0.03805696865709507,TIN77002.cas
115,0.00047214264523276483,0.00048111388537819266,0.0009679819587731231,0.0007562948821444593,0.0380305520334403,D1_02.cas
116,7.671509493256679e-05,0.00012780654329702656,0.0015263789862913768,0.0010664632180592548,0.0380294607446956,TIN32802.cas
117,0.0003769019950201624,0.00023745232033078878,0.012331773867602536,0.0005888386948420532,0.03802250128247664,NYLN6604.cas
118,0.0004331435800768446,0.00041811029155702784,0.013683400006943458,0.0013145448991096487,0.03800822181853647,LOC326N1.cas
119,6.583903544843395e-05,0.00015168526391384773,0.00044933577189709695,0.001332676659693277,0.03800378876662336,CHB122NA.cas
120,0.00047718133459007106,0.0005416787042218374,0.012914765647627391,0.0012792304874835736,0.037964000044901525,PEI002.cas
121,0.0006914624516856094,0.0008407399773435742,0.013558901838106152,0.0013958310603499058,0.037951624490773384,CHB21ND.cas
122,0.0003929750461573178,0.000741836171066268,0.013182363966711463,0.001213793049533507,0.03794905333725751,FC135_02.cas
123,0.00036317693597176515,0.0005219869092911722,0.0005844296476009703,0.0010838598276912137,0.03794746665838744,CHC32NB.cas
124,0.0006554676531536074,0.0007307782666323703,0.00027729966318013055,0.0010975145160863065,0.037934563290136225,CHB13ND.cas
125,0.0011719411459587548,0.001206416967930224,0.002122437967750912,0.0023401090324171037,0.037932447060512686,IRG107~2.cas
126,0.0006482374835474758,0.0007575029260511457,0.013554254822155443,0.0009898159110157678,0.03792451584958201,CHB82ND.cas
127,0.00034237395609437726,0.00037994651674821966,0.013172453356196101,0.0009249806761211232,0.03792053298258935,CHB15NB.cas
128,3.356583169633609e-05,0.00022692708221327962,0.0019041410933624547,0.0006300123842564176,0.0379175344554028,PEMA_06.cas
129,0.0004635617127490832,0.0005918394164545759,0.00027993407677939786,0.0008241669525368422,0.037894778158694464,CHC39ND.cas
130,0.0006698175243400328,0.0009719870086399851,0.012847116646428347,0.0017581457480062568,0.037893138469129894,FC740_02.cas
131,0.0002460740053926713,9.112933600974316e-05,0.000547917526173336,0.0006834115382154948,0.03788889994581979,PNHMA_02.cas
132,1.7124448939753734e-05,0.00045562280870115046,0.0016971400849321583,0.0008914709204184135,0.037848838997987855,IRG142~2.cas
133,0.00016481287912739617,0.00019055901872988557,0.012509582676402786,0.000735047467326666,0.03784655467277531,LIB104.cas
134,0.00045422535492534166,0.00048290706795839355,-1.0,0.0008414473563647107,0.0378401761352265,CHB05NA.cas
135,0.0005860345609427497,0.0006012459514845858,0.00020520948159230556,0.0008248503420631437,0.037839636594647175,A1_03.cas
136,0.0005896251146264575,0.0008018575472021894,0.0011576077110539984,0.0014487724078975361,0.03780973309968516,CHC25ND.cas
137,0.00032903506497916624,0.00044006522146133875,0.0003255563630908398,0.0011798226844419446,0.03780822089877489,CHC13NB.cas
138,0.0005392372263539613,0.0005434732279976373,0.0005503899096073184,0.0010200424355879534,0.03780661203877855,CHB148ND.cas
139,0.0004759681998454113,0.0005417518902586238,0.005172600984789,0.000982821390532962,0.03779906429959112,CHB23NF.cas
140,0.0004616471432772329,0.0003058964123674457,0.012856336974632399,0.0006692994507417893,0.03779880915368494,CHB64NB.cas
141,0.0007329848739487943,0.0008034325958963251,0.0010053720144735934,0.0013415665762472884,0.03779074957204642,CHB137NC.cas
142,0.0005612904692764431,0.0005744850590456707,0.013169266511560807,0.0011259817411115591,0.03778828713186755,CHB109ND.cas
143,0.00032964596477746966,0.00043274937628368093,0.00033972467622511715,0.0009314199487633346,0.03777743077178286,CHB149NB.cas
144,0.0005551691387637447,0.0005625182641963988,0.0006213359748379332,0.0010107988778536026,0.03775142472490245,CHC02ND.cas
145,9.086465947305555e-05,1.0402426521949337e-05,0.00011147428434910012,0.0006247668047301147,0.03773834190543823,CHB150NB.cas
146,0.00032393119241191926,0.00019156942964393409,0.00023885835769732466,0.0008915734759646909,0.03773777910781462,CHC13NF.cas
147,0.0009801039561665448,0.0007562378478382925,0.015421767298125388,0.0010290508093895312,0.03772693037247876,061NEG1.cas
148,0.0003734473951233497,0.0001604518654030329,0.0016637233823502129,0.0018023863515281846,0.03770622683543223,TRTX100N.cas
149,0.00016974216747911441,8.352077234796695e-05,5.768886215840041e-05,0.0004992355544395366,0.0376944033442399,CHB121NF.cas
150,0.000339556334928659,0.0005278123441669891,-1.0,0.0012890204005486794,0.03769113517596878,PBT_04.cas
151,0.0005846759591179307,0.0005654064198683528,0.013227196089491855,0.0012196207119252733,0.03768923660958734,LIB122.cas
152,0.0002729657717672751,0.00044158525600046517,0.0001233603679704487,0.0006584996482388306,0.03768232369163371,CHB144NB.cas
153,0.0003426074953427616,0.0005241148511352378,0.00023068239054957473,0.0010780721277328098,0.03767870907978477,CHC29NB.cas
154,0.0002873913920744542,0.00039775979625567004,2.2579935638589177e-05,0.000676680893441528,0.03765431846090195,CHA148NA.cas
155,0.0007923372904006243,0.000942803899178557,0.0003246520214048587,0.0010778995123601476,0.03764159653268706,CHB75NB.cas
156,0.0005085394300810009,0.0005586300395208355,0.0011297563418448675,0.00021407901003911434,0.03763797123127688,CHB17NF.cas
157,0.0005983886843061725,0.0006389606407974924,0.0007689618645940755,0.0009487739587861199,0.037621469575718436,CHC26ND.cas
158,0.00029374292061135066,0.00027077018914312134,0.013309721749113379,0.0007445978905522566,0.03761684323831105,CHB83ND.cas
159,0.00036047559345320224,0.00034316060837902285,0.0007004915034904968,0.0007961540774594766,0.037616430356351316,CHC14NF.cas
160,0.0004023823201588783,0.0005252967440405598,0.0003050233257493318,0.0009821571210686386,0.037607935961538885,PMMA_01.cas
161,0.0006540276580189186,0.0006250142226083,0.0054040829557902015,0.0011115501034169029,0.03759639339728693,CHC36NB.cas
162,0.00027387135714995736,0.000518176324588282,-1.0,0.0010239054634020306,0.037588030926201554,CHB111NB.cas
163,0.0003106194853828015,0.0004630984641593727,0.00048036415077490346,0.0010001074787346909,0.03757161659630981,CHC13ND.cas
164,0.00010748379462199864,9.883488062811807e-05,0.0047394920126428985,0.0006149634851730923,0.03756199970096219,CHC33NB.cas
165,0.00022489149493942762,0.0002582524699246136,-1.0,0.0006348479013560393,0.03756141418659098,CHB15ND.cas
166,0.0005118828896737426,0.0005109561917784333,0.0005474823870397216,0.0007653941953442711,0.03755732955351476,CHB144ND.cas
167,0.006421565127471496,0.005927067261819019,0.0012669339165878313,0.0010726841932466868,0.037554736283539114,PNPMA_12.cas
168,0.0004589365554679148,0.0005193822324418562,0.0001748318389047654,0.0006480230446932467,0.03753377191566187,CHB102NB.cas
169,0.000845872665443892,0.0009699365635942314,0.0008059952452281749,0.0010284222962120282,0.03752899626197603,CHB49ND.cas
170,0.0006188349079412347,0.0006584690406086224,0.01322127340352175,0.0007338686447617704,0.03752724033117261,F1_01.cas
171,0.00037203168961497113,0.0005233630347483142,0.005067160963859507,0.0012406815943357685,0.03750490655473726,CHC14NB.cas
172,0.0007840665068847841,0.0002247567497164482,0.004389271375719872,0.0009436409593845951,0.03749205655564225,PBT02.cas
173,0.0003207304386378951,0.0003702012163309121,0.013408602716801,0.0011381569814226111,0.03748787047459956,CHB105NB.cas
174,0.00035572020181540154,0.00030766097505718903,0.0038917415532804256,0.0007252840224829527,0.03748722339544486,CHB87ND.cas
175,0.0004945918338048472,0.0004193245051062888,0.00035526903555727074,0.0007913208973064911,0.03748136378474953,CHB63NC.cas
176,0.00012559372781240086,0.0003170767607940661,-1.0,9.691955490964688e-05,0.037478367117067535,CHA146NA.cas
177,0.0008071716373958537,0.0007123808387490271,0.014087184851122814,0.0008636215246085044,0.037475428408477285,CHB51NB.cas
178,0.0005635557449554796,0.0007891854497632522,0.0005876651925245113,0.0011891820604326142,0.03746882597021539,CHB64NC.cas
179,0.00023607231991285005,0.00035284856550177324,0.012812819626619287,0.0009520658060537812,0.03746516821278334,CHB73NB.cas
180,8.447650028564624e-05,0.0001854849644242762,0.0002506845719594253,0.0005284291353966353,0.03746489166411493,CHB150ND.cas
181,0.00012224842477159825,9.9450243435939e-06,0.000517761207312617,0.0006498865627513339,0.037452838310166214,CHC17ND.cas
182,0.0021386997340506753,0.003944969698221001,-1.0,0.0020683956249314406,0.03744885601152248,0802104.cas
183,0.0004315155662322212,0.0005996444645806065,0.0006679041024320043,0.0010348242052877765,0.03744475075652787,CHC15NF.cas
184,0.0003720016497563705,0.000564295583995289,6.97399444948843e-05,0.0007856898653670896,0.037436984307738896,CHB92NC.cas
185,0.00028208094938975137,0.00035157395412888093,0.00035425217370388395,0.0007376936622023322,0.037431086471542585,CHC28NB.cas
186,0.0005108400086957232,0.0005496773657913678,0.004921067624440667,0.0009901722337559704,0.03743003733478645,CHC20NB.cas
187,0.0004151759536998867,0.00030697953445368853,0.0004998862189289355,0.0007160990299901471,0.037422192643610686,CHC14ND.cas
188,0.0004903612943536473,0.0006825147566047463,6.514981733296565e-05,0.0008987071729720242,0.037420010905449885,E1_01.cas
189,0.000492198106259778,0.0005734135679382746,0.0006264733454433014,0.0008780284986116271,0.037418325199340075,CHB81NB.cas
190,0.00016623642217439283,0.00016274788457160128,0.0010412130909873696,0.0006099771149123967,0.037410452933151817,CHB60ND.cas
191,0.0005887455417230569,0.0006189862965690907,0.0005067524190227601,0.0011437915812990695,0.03739508032585093,CHB132NB.cas
192,0.00026792199607506006,0.0003560519471328405,0.0005029963333633702,0.000721217527463125,0.037391277991360994,PVIBE_18.cas
193,3.218513212033258e-05,0.0003906979502055208,9.716168404949599e-05,6.877424922890896e-06,0.037390260820636456,CHA142NO.cas
194,0.0008474332729164757,0.001124603983189587,0.013956740195173012,0.001005679222473077,0.037384849686517896,KAPTON02.cas
195,0.0009944190295438915,0.0009062147259086828,0.0003395136819666078,0.0004566144090460966,0.0373778146387167,TCPB02.cas
196,0.0005082737858774777,0.000620226579126637,0.005036934764845569,0.0007760818296489447,0.03737545359222594,CHC31ND.cas
197,0.00038134808641743234,0.0006168558875518926,0.0007153074476882182,0.0007217485841088944,0.037358156532832254,CHB05ND.cas
198,5.0284760463981115e-05,0.0001771701139805515,0.0002499822739938651,0.0004704933014956225,0.03735346797844841,CHB100NC.cas
199,0.0005108865425906828,0.0004276383847390264,0.00030075931424988767,0.0006501551562898555,0.0373534199331047,CHA147NA.cas
200,0.0003450414955743497,0.00044172075223869456,0.0003570837014681416,0.0007627054584915527,0.037340062682318376,CHC15ND.cas
201,0.00029471166238792534,0.0005012925753966613,0.00017962199119914146,0.0008063358940226806,0.037337735802147165,CHB110NF.cas
202,0.0006085362764096658,0.0006238889722585128,-1.0,0.00045256137131843843,0.037336485711037426,PVF03.cas
203,0.00025313121063241795,0.0003238910884970636,0.0003868806457898444,0.0009309460181654572,0.03733500345791185,CHC26NF.cas
204,7.977817332971426e-05,0.00010312190252825815,0.013286471652454779,0.0007706102517808233,0.03733064797631158,CHB85NA.cas
205,0.00023427119902841298,0.00045582227305906997,-1.0,0.001086521189705536,0.03732783381316551,PNPHMA01.cas
206,0.0005047044268788881,0.00058848237558351,0.00035126612309177574,0.0007128390681181429,0.03731940372823317,PTMO008.cas
207,0.00041914189240266353,0.0005326838009871437,4.071027614571676e-06,0.0006031884598378667,0.03731362905850233,PNBMA_01.cas
208,0.00027390636366497745,0.000521351953294058,0.004448561869454082,0.001182909896581208,0.03731094403160995,LIB118.cas
209,0.0004213291066168523,0.0006906465659000105,0.0009028054295878718,0.001220998877212054,0.03731086253095128,DOP02.cas
210,0.0005420080708606889,0.0005421696955050237,0.00033481773339794074,0.0011967590935917372,0.037303677521506984,CHC18NB.cas
211,0.0004966917157886996,0.0004928844520026843,0.0009554670782208063,0.0007884807230276181,0.03730090321768387,CHB66NB.cas
212,0.00043322209503848796,0.00047846807657236923,0.013169784726791534,0.0006696353670996302,0.03729004682048753,CHB99NA.cas
213,0.0002923430698835716,0.0001369649406992579,0.013043825992774316,0.000656294403007962,0.037286287870820445,CHB61NB.cas
214,0.0004453213277653134,0.0005500816407710829,0.0008951510482493319,0.0009252545933122747,0.03727222623012949,PHEMA_09.cas
215,0.0006650744080758386,0.00079301034164736,0.0023681714543606347,0.000776335040534093,0.03726104505422967,PVDF03.cas
216,0.0007154866412832916,0.0007288146426773778,0.0007137449376592997,0.0012524766316168723,0.03725596384044394,CHB14ND.cas
217,0.0005777942925000445,0.0006790897553710096,9.93711384964513e-05,0.0010383452508442303,0.03725493996967799,CHC37NA.cas
218,0.00035760634043313644,0.0006803627442870663,0.013612352939487593,0.0011415296975769706,0.03724231097432806,FC129_02.cas
219,0.000637155645183185,0.0007647194362565557,0.013240109584371496,0.0008275402747131011,0.03724155620103886,PEEK02.cas
220,0.0005365667726699996,0.0006078443232606645,0.00011875296773666832,0.0006348968645220054,0.037241016833625906,C1_02.cas
221,0.0006783477147518369,0.0005017903978483673,0.0030335258005411703,0.0005395262835676817,0.03723120848873407,PC_02.cas
222,0.0003457523713734645,0.00033892494366227766,8.520994598804066e-05,0.0010069617472296954,0.03722859835158232,CHC01NB.cas
223,0.00031773827003078736,0.00038862239726711323,8.99800811478002e-05,0.0009217263165943734,0.03722733577719595,CHC15NA.cas
224,0.0011465788739233318,0.00103768631132084,0.0004708824520687216,0.0012348011599776498,0.03722640940798527,CHC40ND.cas
225,0.001013065487160958,0.0009176036449591862,0.0018434986693112165,0.0010357153755933268,0.0371946344520282,CHB101ND.cas
226,0.0002991296312693237,0.00013585766687285172,5.270203897822512e-05,0.0002699674141730668,0.03719142415659604,CHC46NB.cas
227,0.0006198897427047712,0.0007425877498707933,0.01308994731690305,0.0009035116128011111,0.03718091687909464,CHB110NB.cas
228,0.00021103759411644774,0.00019969320387680511,0.0005350258448082457,0.00044010461255794553,0.03717705274758032,CHB109NE.cas
229,0.0001972931174840653,0.0003285556331551476,0.0002794498494260722,0.0008789352177913656,0.0371756439891513,CHB149NC.cas
230,0.0004746043098151631,0.000571454407273464,0.005307691944455684,0.0007858605969346399,0.037162951921068554,CHC39NA.cas
231,0.0005345343926599355,0.000566283089010966,0.0004207484120950511,0.0009412513490083541,0.03715576005748744,CHB71NA.cas
232,7.107697742370078e-05,6.48527755817696e-05,0.004262736790291655,0.0005629912486675437,0.03715410038633138,CHC32NF.cas
233,0.00019171913440807486,0.00028616334895481543,0.00025292294681200644,0.0005777143766998449,0.03714838010951382,CHC46ND.cas
234,0.00012603102298136548,8.261222386352074e-05,0.0006830754056785793,0.0008114469942732683,0.03714280755197308,CHB92NF.cas
235,6.241112691185435e-05,0.00012041049104993817,0.004610114364091089,0.00018248677926280266,0.03714272620062076,CHB152NE.cas
