,num_below,peaks_below,file_name
704,55,"[219.50316735 323.51234236 367.54296337 203.5334926  141.50135327
 129.51318504 130.56905704 460.67229685 476.67658524 262.81707775
 119.6059134  428.70440514 131.61037133 444.70702573 412.70819732
 396.70943197 115.61409791 260.84346449 372.74316225 356.75134353
  41.71589588 358.75945666 328.7607294  340.76073461 324.76495378
 246.84611465 242.84531326 237.83669328 322.78890727 118.6953288
 238.84715869 294.79767375 251.88072411 240.85603408 163.72978877
 298.80481135 278.80545806 284.80623298 268.80636711 250.88779958
 235.85534677 316.81253299 282.81670016 236.8651925  221.84409013
 222.85349862 254.83864092 218.84477633  91.76671453 248.86233711
 252.87149971 220.87399444 206.85225063 266.8789024  232.93323502]",IRG142~1.cas
705,20,"[260.84275764 258.83891547  63.66706282 316.77976785 364.79121499
 242.85653852 380.79708102 284.8038581   79.72098065 300.8051669
 246.87979996 286.81450183 226.86301665 276.8354937  244.84488416
 254.8522779  228.85888994 222.89305468 214.88071337 212.88613229]",IRG142~2.cas
706,166,"[230.52198068 705.50301238 426.50462717 221.52304826 316.50566983
 704.50833547 398.51194276 375.52145274 220.52637003 459.52818197
 404.53126115 458.53264074 200.50926508 222.56831223 881.55098478
 883.55199337 192.52062858 210.56597307 882.57107273 329.57254715
  58.51340788 338.58104765 191.54376241 852.58950632 154.51429751
 851.59224669 207.56913127  95.502188   428.60069118 186.55658984
 122.50859525  43.56013699 134.51043427 331.60731997 172.54640498
  81.52541774 630.61214907  55.54921207 333.614442   377.61446995
 536.61919589 218.61921966  91.52752098 160.54974293 152.54566674
 206.60118288 171.56355278 158.55269373 537.63087794 116.53558217
 409.63329734 186.59004383 336.63452819 147.55035171 119.54030801
 127.54278679 203.6133426  118.54510247 355.64343272 157.56813437
 644.64509275 632.64592157 219.64610262 373.64757259 117.5498836
 182.59937432  55.58474595 177.59662575 115.55479799 425.66060935
 108.56681819 382.66472363  57.60093911 385.6707788  276.67301164
 133.58317991 337.68169186 315.6827539  201.65858998 389.68895927
 387.68997849 208.67500669 146.61247836 448.69903307 444.69924708
 338.70063906  94.60651295 229.70347078  95.60827071 115.60559712
 130.6103856  150.62875964  42.66774554 143.61945777 148.62727372
 128.61595039 107.61905704 311.71574342 455.71605373  43.67214198
  39.67925094 153.64032919 335.72018355 631.72307164 141.63423134
  55.67328217  59.66993683 369.74113405  58.676964    42.71362753
  41.7160165  316.76021031 116.66362397 225.78940383 223.76752709
 396.76816737 321.77434433 129.68105667  53.71858758 330.78240847
 130.68829975 103.68773437  94.69350059 201.76154726 105.69580077
 135.69993713  41.7546879   55.73352748 120.70602302 200.77659483
 147.72218603 143.71948257 536.8115013  118.71884357 133.72114417
 442.81909247 164.75099645 370.82131371 137.72773732 207.80134564
 161.7544485  142.74179677 209.82178695 425.83688019 141.74491814
 456.83797198  79.77060324 647.85773247 455.8602425   51.80180735
 109.76523211 616.86502834 128.77075668  57.80350208 151.79630261
  90.78267038  91.78510519  94.78929923  48.83555578 648.887725
 134.79371047 166.82587203 119.79710383 225.92306403 108.80276744
  42.85764733]",IRG16801.cas
707,2,[205.65402033 205.76681091],IRG16802.cas
708,13,"[21.50421699 20.51303165 20.53128739 21.55677848 21.56572012 21.59206986
 20.59991402 21.5980568  20.61542636 21.82169168 20.86354941 19.86948085
 19.88067762]",KALREZNG.cas
709,21,"[335.51066067 167.50840661 119.50751678 171.56542522 119.53445927
 167.56622756 150.58279316 169.59984312 171.61784609 170.62326915
 167.62148376 131.62325322  32.69920224 167.66438173 171.67717947
 171.7062599  169.73426086  71.73524838 262.94979177 169.77573447
 169.80087103]",KALREZPO.cas
710,1,[91.56195571],KAPTON01.cas
711,0,[],KAPTON02.cas
712,143,"[2.39534054e+02 5.50332826e+00 2.57591713e+02 2.54502748e+02
 1.23150293e+03 7.85506345e+02 3.07511630e+02 1.87251226e+03
 1.25052002e+03 4.94520131e+02 1.75197012e+01 1.82852815e+03
 1.03354260e+03 3.85547856e+02 1.87504579e+02 1.94519479e+02
 1.78155624e+03 3.80560834e+02 2.88563759e+02 4.50567448e+02
 2.96567934e+02 3.55383502e+01 3.27574971e+02 3.46578757e+02
 4.82580515e+02 7.65034211e+01 7.95029026e+01 1.62516297e+02
 2.85590166e+02 9.34592528e+02 5.21594214e+02 3.40594655e+02
 4.73594726e+02 1.44508440e+02 1.96259664e+03 6.67600321e+02
 1.46860134e+03 5.02603390e+02 1.85562155e+02 4.01611625e+02
 6.60611657e+02 3.13617557e+02 9.65252684e+01 2.86619598e+02
 2.64624313e+02 2.97628299e+02 1.70566441e+02 1.71573548e+02
 6.98641258e+02 1.04547398e+02 1.88602277e+02 9.35498915e+01
 3.35645584e+02 8.86645892e+02 2.70648510e+02 1.00554432e+02
 1.25556501e+02 1.30561092e+02 1.33065957e+03 1.12565408e+02
 1.40569421e+02 1.73966589e+03 1.75607346e+02 1.52566964e+03
 2.91670452e+02 1.24467994e+03 6.96060215e+01 1.54608942e+02
 1.50606356e+02 9.40697306e+02 3.23698100e+02 1.47869895e+03
 9.56042410e+01 4.82700436e+02 7.16234834e+01 2.90702439e+02
 9.26169091e+01 7.26360967e+01 7.76306378e+01 6.04714777e+02
 2.23715629e+02 1.03619992e+02 4.15719957e+02 2.71724167e+02
 4.00724589e+02 3.92732096e+02 1.51652886e+02 1.17639810e+02
 6.09738437e+02 9.66495494e+01 5.46827966e+01 1.35650302e+02
 7.36757249e+01 2.14758332e+02 1.30667003e+02 9.76680956e+01
 1.76710021e+02 1.64776757e+03 1.74715894e+02 1.06683962e+02
 2.88783034e+02 1.45878435e+03 1.15278991e+03 1.19694346e+02
 1.54879227e+03 6.31794512e+02 1.31580155e+03 1.37710056e+02
 3.44808896e+02 1.17710560e+02 1.78755245e+02 1.72754753e+02
 1.47731517e+02 2.25842501e+02 2.78043371e+01 1.54754759e+02
 1.58883563e+03 7.51837193e+02 9.59837510e+02 9.77429000e+01
 1.40284164e+03 6.29843404e+02 6.67794788e+01 2.78852836e+02
 2.22873984e+02 1.87810364e+02 8.62325863e-01 4.94857622e+02
 2.92858001e+02 8.47708307e+01 1.18770422e+02 8.90867752e+02
 6.97958754e+01 2.49872555e+02 1.46887330e+03 2.14877835e+02
 1.17779669e+02 1.78587964e+03 2.61999350e+02 2.63005339e+02
 1.01798138e+02 1.07799757e+02 1.84589605e+03]",KRYTOX02.cas
713,120,"[1352.5071966   859.51757481  521.5223481   801.53308268  305.5519651
  520.55772685  635.57251832  185.52926098 1842.57549441  859.58955365
   19.58205798 1675.59153112 1676.59839718 1684.59979156  355.60964409
 1023.610751    187.58334178  518.62974793  188.60410016 1179.65488824
   19.66858128 1682.67947187  686.69902041  356.70392541  502.71012673
 1303.72285831 1022.72861944 1520.7313446   501.73145095 1519.73897878
 1826.74111791 1018.7415164  1517.74848501  120.65259969 1681.74996379
   19.74295621  285.75207017 1910.75350904 1360.7538663  1844.76653793
 1961.76770293 1960.76899169 1845.76937887  286.77373065 1744.78158478
 1894.78213053 1728.78968027  188.75086478 1796.79692054 1344.79864614
 1493.79903418 1463.8001074  1678.80260115 1795.80280261 1794.80454669
 1490.80610443 1680.80682262 1846.80807452 1847.80949698 1325.81107514
 1396.81554225 1514.81672741 1628.82058455 1848.82063087 1274.82306306
 1629.82331358 1512.82607885  353.82620347 1659.8279087  1186.82821274
 1683.82938467 1679.82992022  185.78572356 1348.83198151 1464.83258868
 1513.83440115 1660.8347111   356.83532582   19.82853957 1327.83951433
  687.84003143 1462.84256458 1346.84273996 1630.84392912  688.84482904
 1131.8466423   262.9680584  1162.85202254 1578.85467299 1183.85691715
 1130.85917875 1158.861479   1298.86251364 1412.8627797  1296.86414292
 1347.86424856  858.86442043 1080.86548252 1297.86716016 1180.86905
 1349.86961296 1181.86976546 1351.86984619 1161.87501351   18.87575914
 1016.87920721 1182.87986558  995.88051302 1015.88229283  942.8825352
  992.8831467  1014.8849669  1246.88565817 1129.88803284 1017.88916628
  250.96941458  915.89283859 1461.89320778 1230.89410594  964.89804672]",KRYTOX03.cas
714,38,"[ 56.52275431 602.58949343  43.55162963  55.55050113  58.54935383
  69.54478258 601.62142775 184.60379157  98.55727271 325.66509901
  55.60605034  68.61386915  43.67350066  56.65830146 402.72949965
  57.66609549 381.73870294 183.69856252 383.75089635  71.67862588
 384.77087312 147.68762585  95.68267623 149.70026161  72.72065952
 201.7761296   70.74726148 401.83899479 183.79011652 181.79221515
  69.77554551 383.85135078  43.80738796  67.77839295 111.75650808
 179.80581646 182.843272   147.8108157 ]",LAURAC01.cas
715,58,"[240.56384903 201.51624578 491.54790848 347.55925253 231.61178153
 267.58412061 214.59571764 331.59878483 424.60888926 256.70555814
 164.5481979  224.61817849 182.5727233  261.75780067 133.56490008
 499.66207067 214.66643006  92.5821975  364.69736597 399.70488728
 424.70535176  76.63045538  82.62526635  81.63426182 196.69488575
 501.73533888 404.73664576 200.70818473 127.64667305 264.74572142
 201.7197485  108.65935002 481.7557547  390.76123205 301.77550785
  75.70192963  80.70218521 477.79191107 260.90064458 440.79581262
 451.79849491 401.82198712 201.79266796 314.82564581 120.7310529
 217.82946008  93.74191006 174.78441583 219.84635079 170.78302448
  99.75370902  92.76143847 412.86087983  75.7867621  499.87195509
  82.79533377  94.7873734   92.80177648]",LAURAC02.cas
716,10,"[ 68.60105878  70.60760829  82.62454801  94.68180087 214.82017936
 212.82836201 230.91757408 196.8516332  232.92490012 216.88862549]",LECITHP1.cas
717,2,[81.70436932 97.7512271 ],LIB101.cas
718,3,[ 81.5011174  114.56980372  81.62737224],LIB102.cas
719,20,"[678.50032648 681.52407948 792.55820236 140.51193012  80.5947802
 154.60890732  79.60927826 114.60822107  85.62746202  97.64655004
  39.75653425  94.71027345  79.7255071   98.73871533  96.74050111
  39.81381851  67.78017157  69.78661475  80.78455483 114.7972393 ]",LIB103.cas
720,5,[565.50760796 564.52918025 678.65112977 677.66221839  42.64093708],LIB104.cas
721,51,"[282.55220997  31.53014364 181.51776854 183.53416167 164.5283906
 122.52156584 144.54434052 184.58557832 145.54838003 117.53689548
 169.57322024  69.56455676  94.54718249 143.55302661  31.61745021
 132.56714061 550.67591908  56.61257614 186.63800919  56.64371823
 125.61786657 131.62028394 162.65955077 133.63807373 115.64084
 144.65652355  71.67858266 120.66165536  70.68520243 136.66893873
 126.66784098  93.6772324  244.78750937  94.70678896  95.7122791
 183.77461278 102.73379116 233.87149902 232.87134723 107.74147848
 144.75060992 284.84345414  79.77300817 100.76435207 134.76635815
  69.79408278 193.83464521  70.79880004 169.8180119  125.7873661
 262.01155828]",LIB105.cas
722,48,"[193.50214094  31.53078834 233.62811606 588.59460727 181.54703354
  93.5125135  235.65874831 135.52451244 131.52543683  31.61748895
 162.57816894  69.58313309 119.58837235 436.69842831 163.63017432
 135.61337698 144.62515232 231.76435205 132.6333229  183.67898694
  79.65326523 244.7383446  143.66089568 163.69089526 100.67223955
 157.70116442 117.68270143  75.70698885 326.79878841 284.8003947
 144.72486015 193.77677684 101.72008357 143.74195512 183.78518074
 132.74129552  41.81337183  94.76250644 163.78776384  93.76512411
 134.77269197 119.76998639  69.7995708  261.992737   143.80021159
  31.86666143 145.80826309 183.84748962]",LIB106.cas
723,52,"[233.51438648 235.5304084  243.53607729  31.52565027 164.50927625
 143.50015685 157.53421732 131.51892588 128.52272302 182.580584
 100.53784976  70.56643484  93.54751869  31.6149166  145.57245604
 158.58590441 146.57877475 126.57665373 102.58108907 134.58230509
 133.58258441  94.58763232  69.62261268 169.63830618  95.61384442
 101.6134975  436.71255788  70.65852834 143.65122218 235.79253524
 120.65477044 184.71246958 183.71267959 156.7034638  144.69318799
 182.73432916  70.71464254 131.69622496 181.74503229 164.72784526
 284.81079797 133.71742068  67.74020386  77.74067618 117.72923364
  39.80580833 143.76929368 134.77630024 261.99116153  75.79846598
  39.85065497 157.81757362]",LIB107.cas
724,50,"[231.56450787  31.52633403 195.52214256 169.50799697 184.5429383
 158.52500838 131.50854925 164.53729507  93.52520583 102.53035645
 100.53179696 235.6753777  194.59965861 157.56246881 182.59528673
  70.57068419 145.58642206 119.57848877 126.58652853 436.68964396
 122.59501347  94.60289117 133.60368189 134.60883149 156.64388738
 119.6339572  126.69264502 144.70458741 284.79878033 143.71050881
 136.71137296 131.71490037 134.7217238  117.72854556 205.80344389
  77.75062617 132.7441684   39.8100433   55.80028271  69.79375223
 261.9841852   41.82906952 105.77453731 262.99521275 143.78888441
 101.78363727 170.81979584  75.80289947  39.85232961 169.82564452]",LIB108.cas
725,8,"[19.5371325  19.66886413 21.72163315 19.74510302 19.76692523 19.8442526
 18.86061692 18.89830914]",LIB109.cas
726,59,"[193.52736732  31.54075899 281.5717603   34.54470814 184.53070709
 158.517323   185.55180463 101.50645529 156.53607084 144.53886048
 103.53783884 131.54201404  31.6167706  134.55707663  70.58087709
  32.63532527 132.56943928  69.59679594 244.67697854 119.57959922
 194.65511305 205.66943948 122.60654733 170.6401613  137.61677485
 102.61762434 235.75825119 118.62600923 117.6243814  144.63899171
 436.72782024 231.76882728 101.64486691 181.68923115 121.64485869
 282.74182027 106.65041555 184.70059827 145.69142658  75.6997272
  70.7187918  120.71908084 284.81707512 102.72300343  93.72468366
  94.72719409 135.72809578  75.75190761 121.74503996 184.80025097
 169.78410498 183.81662872  69.80013846  79.79737976 133.79060655
 262.0000176  263.0104379  143.80374117 181.84694719]",LIB110.cas
727,6,[20.57740369 19.61376405 20.7226366  19.75180661 18.86012262 19.88539727],LIB111.cas
728,0,[],LIB115.cas
729,1,[258.99824671],LIB116.cas
730,32,"[ 67.50376665  42.54118568  57.52975351  43.55312021  80.52373035
  67.56343649  41.60211318 105.55969821  42.65968213  66.63603731
  79.63105708  91.61998989  81.63411296  82.63713959  44.68473349
 147.64787465  96.65891778  57.70020705  77.70471147  67.72185697
  82.71384365  69.72499119  79.74227602  44.78210175  71.74867415
  82.77726196  55.81691561  68.80817445  70.81226869 250.96853268
  83.80325107 251.9814955 ]",LIB117.cas
731,2,[246.95560865 250.96728785],LIB118.cas
732,26,"[496.50062359 508.50747326 509.50907777 520.51032985 524.51734583
 521.51944784 536.52341579 523.52365192 535.52515837 522.52578532
 548.52883424 537.52924496 534.53039892 549.53093851 538.53181855
 546.53286368 562.5331741  553.53587201 550.53903194 552.54749131
 564.55208271 551.55218309 578.57843869  69.54087052  41.67500787
 115.65932511]",LIB119.cas
733,3,[26.62938794 25.81406761 25.86041952],LIB120.cas
734,77,"[208.50024307 233.58994795 215.55662566 190.53836336 186.53941011
 141.50095492 107.50575888 121.5131306   99.51458644 163.54045799
  98.519811   122.52484591 176.56478443 179.56846667  70.54927745
 111.52739118 131.53481889 118.53459909 135.54393386 142.55232374
 154.56734191 160.57259085 128.55113404  83.56407945 186.60906205
  84.56556903 129.56023534 124.56321002 108.56689411  94.57073911
 158.59335364 166.61743163 151.6051583  148.60610374 113.597982
 168.63588186 233.74353465 176.64779704 160.63265047 194.67702505
 141.62056418 162.64384086 152.64435206 120.63122855 155.65080384
 161.66097238 174.67528657 138.64463848  96.65130067 115.64851227
 106.65425364  99.65757885 123.6642499  108.67476923  93.6798532
 207.75627572  97.69656028 136.70378743 168.73298928 109.72161374
 106.72498587  67.74623072  69.74584037  80.74734817  98.73873694
 146.74801715 124.74071978 143.74813439  82.75487015 181.78931813
 145.77159403  86.78129076 133.7928828   85.79876674  83.80586648
  79.8134283   81.81110631]",LIB121.cas
735,1,[26.8639027],LIB122.cas
736,2,[14.59267201 14.72579675],LINSEDN1.cas
737,22,"[600.5010189  599.50256252 576.50412997 602.51647695 601.51674827
 577.51881887 578.52252188 579.53038267 604.53583617 605.53943292
 603.54601736 606.55404325  68.6405532   66.64246988  70.66350003
  82.69077859 118.70304523  94.70751867  90.71084312 107.7111289
 106.750878    54.82323262]",LINSEDP1.cas
738,12,"[ 21.50924096   0.55225818 326.54980095  13.73886974 183.69059232
 184.73945753 370.8256671  259.93862634 354.84080947 230.88203074
 244.89210293 228.89341725]",LIQUIN1.cas
739,10,"[ 20.53572326 771.54343542  35.74477487 260.96452207 306.8579137
 261.98030509 262.99139534 212.87498689 290.87934387 220.89084774]",LIQUIP1.cas
740,8,"[262.81489957 260.81931479 274.81330852 275.81782214 278.81789644
 276.81848201 277.82090891 280.82528687]",LOC326N1.cas
741,6,"[ 68.61405261  54.62886685  70.64217939 316.76775512  82.68642608
 318.77302839]",LOC326P1.cas
742,0,[],LOC380N1.cas
743,3,[125.62463078 153.68706231  97.76291393],LOC380P1.cas
744,0,[],LOC680N1.cas
745,6,"[178.53089986  68.60181151 244.69183294 244.81662012 134.73474129
 328.88330665]",LOC680P1.cas
746,8,"[522.55365723 550.59632233  83.54553446  55.59037218 182.66008196
  96.62973158 100.68578545  83.71340994]",MB01.cas
747,10,"[678.61605489 677.63661325 676.65008209 707.65363714 709.67182804
 708.67547441 355.68207224 710.7005353   82.64648728 320.77342194]",MDOCOSP1.cas
748,0,[],MICRO01.cas
749,1,[15.88916991],MICRO02.cas
750,4,[149.50528235  23.59202435 290.88782588 274.89256708],MICRO03.cas
751,23,"[309.50385392 189.51389794 197.5360776  183.53093576 312.59765421
 186.56631331 185.56793975 297.64323771  80.57138004 184.65700092
 186.71845617 480.79475427  80.7150549  354.84353174 370.84670127
 171.79002797 230.89126539 170.79974148 229.88554311 228.88725194
  16.89253992 244.8952306   15.89074594]",MICRO04.cas
752,5,[115.58038659  71.60409641  71.6513711  115.65224359 115.7145085 ],N100BA1.cas
753,0,[],N100HA1.cas
754,14,"[ 80.52054259 105.5225428   85.55500047  78.61230587  74.61892481
  92.61673998 130.63702761  80.67880154 104.67032898 101.73955056
  75.76057114 142.79636301  15.88228921  87.80299461]",NA2CO31.cas
755,0,[],NA2SO31.cas
756,7,"[ 74.52895787  94.61715009 110.63215675 120.64910394 140.6844282
 146.73828339 128.7435102 ]",NA2SO32.cas
757,0,[],NA2SO33.cas
758,5,[290.82951371 306.83383793 226.86555083 308.8557814  220.86811891],NA2SO401.cas
759,3,[73.50798992 93.55430854 15.88009567],NA2SO41.cas
760,2,[99.5043219  74.80436637],NA2SO42.cas
761,29,"[120.50663228 107.50692003  82.53511958 108.52680561  80.542597
 101.58364564 128.59772435 123.6094207  105.61388629  70.63836472
  94.62498556 114.63577147  95.66328214  98.66902477 119.66559165
 100.6793174  146.69511494 107.70062778 100.71861494 141.72801582
  86.73151029  99.73641642 115.74440016 101.75518423  73.78430018
 111.78899835  82.80032746  15.88308963  94.79687557]",NAHCO31.cas
762,17,"[ 78.52135394 144.54431944 116.55749753  73.59464681 139.59979041
 115.6136329   98.66362934  73.68613931  69.69411676 124.68409981
  93.70911583 103.7251956  146.73775719 141.73107932  78.77367504
 126.76113153 140.78168956]",NANO21.cas
763,24,"[ 70.50511626  73.54615958 113.53642964 148.56776162  72.61076057
  97.6081172  142.6385003  134.650088    94.66977236 107.66801734
 144.67770859 112.67213456  93.67770379  86.68799286  71.70687258
  91.7044298   90.70505165 100.73982749 148.76671586  89.77183605
  94.77566672  16.87784895  15.87929272 142.8034033 ]",NANO22.cas
764,0,[],NANO31.cas
765,0,[],NONADECP.cas
766,6,"[679.50249408  98.51563709 111.64732379  84.66791504 100.68653384
  81.80114638]",NYLN6603.cas
767,0,[],NYLN6604.cas
768,0,[],OLAMIDN1.cas
769,7,"[546.50025469 631.58998881 106.54091243  68.64677424  82.67816885
 191.75952371  73.82015005]",OLAMIDP1.cas
770,9,"[  2.52458288   2.54220017   2.62144922 279.63523049   2.70341245
   2.78494515   2.79955648   2.86987213   1.88908558]",OLEAMDN1.cas
771,9,"[563.51009059 537.51084386 562.52478698 564.53226945  27.62503291
  29.65420691  41.79318207  43.82230467  27.8525705 ]",OLEAMDP1.cas
772,54,"[198.53112473 171.50346853 177.53341271 110.50158501 152.51947623
 161.52954072 119.50952709 187.56544232 162.53950848 138.51765537
 151.53174327 128.52960516 168.56603533 165.56216154  98.54664223
  29.62287349 191.61873455 196.62578605 149.57788844  91.56718857
 130.58543512 171.61951128  41.64312171 161.61202696 117.59090067
 120.59935029 140.6114782  112.61556289 135.62986587 157.66060503
  41.70099299 133.64735137 165.68196792 132.66025667  97.66447908
 107.67013223 161.69831272 194.749272   142.69607767 121.6906272
 112.69924064 176.74972964 100.72533618  79.74430338 147.74482962
  98.74120253 181.78411283 167.78745194 127.77245314 139.77466879
 133.78181839 109.78107587 107.78444044  94.80209292]",P100BA1.cas
773,38,"[180.50328586 178.51388933  43.54516069  79.5090723  134.50368156
 151.53399546  69.54612356 159.55584348 194.60955137 120.55900961
 180.60630713 154.58132276  41.62307828 178.61694005  55.60673807
  42.63337552 140.58528407 147.59898711 163.63314157 179.65178416
 136.61351033 175.6558153   55.65276293 112.63651564 151.66459466
 105.6843286   43.74147908 106.70355986  81.7352538   91.73128068
 149.74475558 134.7361326   44.80939863 108.78090719 111.77906573
 109.7869374  145.80786037 107.80027112]",P100HA1.cas
774,0,[],PBD01.cas
775,0,[],PBD02.cas
776,0,[],PBT01.cas
777,0,[],PBT02.cas
778,0,[],PBT_01.cas
779,0,[],PBT_04.cas
780,0,[],PBT_SR~1.cas
781,0,[],PBT_SR~2.cas
782,2,[65.75251637 77.80280193],PC_01.cas
783,0,[],PC_02.cas
784,0,[],PDMS01.cas
785,0,[],PDMS02.cas
786,0,[],PDMS03.cas
787,0,[],PDMS04.cas
788,1,[93.74787876],PEEK01.cas
789,0,[],PEEK02.cas
790,2,[44.52738294 99.74818447],PEI001.cas
791,0,[],PEI002.cas
792,0,[],PEI01.cas
793,0,[],PEI02.cas
794,0,[],PEI03.cas
795,149,"[236.52726532 239.5799347  210.53118214 265.53392351 244.53541519
 219.5362477  203.52433548 179.5177988  174.5142841  228.5753
 221.59293367 209.56304612 160.50318887 173.52498043 225.61200203
 165.52145707  69.520606   155.52458339  96.5109518  110.51179901
 113.51041009 180.55584545 147.52264796  88.51517817 169.54457314
  87.51640113 107.51559863 250.69228933 108.51773616  99.52136885
  95.52532728 112.53177135 135.53265067  86.53749561 139.53417551
  66.55963144 145.55528598 152.56348317 184.59986489 121.55482514
 103.55985795  56.59270637 174.59893786 234.70214034  78.57951974
  93.56686567  94.56817424 159.5928194   81.58305686 105.57568168
 146.58740796  80.58969053 155.59549647 162.60222785 263.6779842
 151.59943664 221.69783167  82.5947998  141.59206257 230.72094742
 235.73228228 132.5921995  131.59146333  72.61250018 188.6511072
 144.60590247  70.62254688 171.63525732 259.80682231 143.61202156
  68.62753663 257.80069428 136.60865647  92.61761598 277.7125077
  74.63618454 149.63737335 142.63052153 201.69239129 145.63509693
 180.67254368  79.64104932 183.67663483  91.63137353 214.72727455
 117.63139886 106.63785697 123.63833558 195.70153991 251.82301111
 197.70703368 283.74420362 137.65035933  82.66224675 146.66463342
 190.71049435 113.65305293 240.81458813 175.70099114 131.66387971
 234.80538819 148.67991191 121.66916307 268.7678967  161.69479346
 265.77141655 109.68056466  79.69557488  77.69688309  88.68583788
 138.68678809  67.70587878 105.68574179 134.68848734 274.78460509
 107.7022709  119.70106552  92.70782166 135.70856399 106.71171413
 122.71454727 128.71996646 185.77576296 186.77866404 123.72728878
 155.75142351 114.73286816 225.85692799 163.76220673  95.73824345
  96.74460398 141.75030263 274.84330248 139.75024161 134.75193135
 143.7600749   91.75727318 102.75897152 121.77233259  97.77771943
 106.77956284 252.87764811 151.79904908  83.79100388 173.82241249
 178.83051551 186.84097081 119.80002481 152.82090607]",PEMA_01.cas
796,0,[],PEMA_06.cas
797,0,[],PEOB01.cas
798,0,[],PEOB02.cas
799,0,[],PEOB03.cas
800,0,[],PEOB04.cas
801,0,[],PES01.cas
802,0,[],PES02.cas
803,154,"[229.55116145 158.50490104 152.50669792 202.56224443  57.52608851
  66.52841603 124.50705896  88.51200349 144.52002088 105.51102662
 103.51240959  67.53340149  93.51396086  52.55029382 119.51217896
 120.51424468 242.67264144 131.51796315  85.52343234 215.61465012
 136.52091164  86.52712944  87.52595455 204.59676649 178.57518746
 123.53462823 195.59699937 161.56309504 207.61379274  83.54944898
  41.5988188  166.57600567 115.55236647 197.62061798 141.56217117
 151.57605289 145.56984601 139.56243342 156.58196464 163.58929217
  43.62084372  79.58386924  91.57306251 202.64247948  82.58728017
  92.57970663 114.57689093  81.58902595  73.59734402 129.58305473
  80.59632851  84.59209604 113.58368064 117.58461181 176.62621481
 122.58959401  86.59666805 131.59305839  57.62331477 120.59413942
 108.595667   231.73250109 183.65322003 137.61035767 109.61174196
 105.6125217  110.61619584 106.61985398  87.62072974 111.61812778
 169.65022226  69.64623916 123.62951777 149.64403914  99.63236177
 107.63445874  77.65004818  74.65554492  43.69103563 165.6666749
  67.66406841 136.64593811 180.68912406  54.67978308  98.64893951
 135.65062606  68.67242873 104.65305813 161.6759196   85.65979682
 131.65509851  41.71117508  94.65875459 120.66414516 153.6841878
  96.67014959 111.66885009  83.6794296  204.74340446  70.69406075
 220.77311545  95.68034009  84.69009034 150.6982625  105.68250552
  56.7188389  110.68794679  97.69175587  57.72000601 107.69694449
 154.71565893 145.71193772 125.70218285  93.70684785  82.71698755
 182.75884951  73.73041362  58.74443449  71.73540642 106.7247235
 135.72448405 138.73079299 120.74093709 197.80514912 179.78536401
  94.74464216  81.75506036  57.77554117  68.76851768 134.75126852
  77.76349347  56.78337369  92.75495334 231.88813365  96.7621885
 147.7721169   91.76332266 183.81169769 123.76434685 109.76937583
 217.86734703 101.77861042  69.79854757 131.77910054 105.78084326
  97.78407137 141.78966184  79.79930795 113.78821982 144.80125646
 142.80081    195.85639746 247.89335362  66.82420058]",PHEMA_05.cas
804,1,[85.54665474],PHEMA_09.cas
805,74,"[13.50132855 17.50093359 17.51151583 19.50665804 21.50632764 17.53392216
 21.53324512 18.54147631 21.53832777 14.5595578  17.56267772 21.56535148
 19.56740054 17.58320675 15.5864316  18.59395503 14.60501693 18.60941111
 13.62557459 22.62104913 16.63544206 18.6355614  14.63930008 19.6355647
 21.63694566 13.65013695 23.63440618 21.64281344 18.6559479  18.67186675
 13.67804555 21.67196922 20.68562142 13.70612956 20.69743275 18.70563662
 18.71152023 22.70768736 13.72341102 20.71563648 16.72175406 17.73599339
 13.74567177 18.74352775 21.74027928 17.75018025 20.74651069 22.75138117
 20.75979784 22.75657907 18.7780655  23.77587155 14.79729535 20.7930646
 15.79668059 13.80790787 16.8043662  25.78881899 17.8080121  17.82098216
 18.82559263 17.83517607 13.84613881 18.84568557 20.84759857 14.85576512
 30.83264746 14.86523834 18.86430929 20.86619802 14.87509047 13.88137922
 14.88675426 16.89326246]",PINEG1.cas
806,0,[],PIPOS1.cas
807,0,[],PLMA_03.cas
808,62,"[219.50483106 192.50660682  41.50256324  43.52020443  56.51600188
 159.50912051  44.54252357  68.52368102  57.53244691  58.53802127
  77.5229716  137.51482126 107.51811566  69.54154681  94.52445539
  79.53632173 154.54337987  67.54881224  96.53073832 141.53362851
 111.53238588  95.53497047  82.55722975 122.55438196  68.57817987
  81.56894795 110.57402478  57.61311002  69.60463193  93.58770305
  43.64128924  91.59922571 123.60575982  70.62831504  97.61304933
 163.64137024  55.64940542 113.61963357  93.62559456 112.64998406
  94.6614237  111.65926126 141.66680468 133.66543826 109.66689255
 122.67214568 129.68542499 119.68915723  99.70023101  39.76105647
  69.7289091  191.78857196 123.73322426  67.76506083  95.74978826
 126.75252616  99.75353988 189.81580245  42.8259925   39.83043274
  41.83280791  83.79405211]",PLMA_05.cas
809,0,[],PMAA01.cas
810,0,[],PMAA02.cas
